searchingName,collection,follows,game_engines,genre1,genre2,genre3,keywords1,keywords2,keywords3,keywords4,keywords5,name,rating,rating_count,themes1,themes2,themes3,themes4,themes5
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Aliens versus Predator Classic 2000,Aliens versus Predator,3.0,,Shooter,,,,,,,,Aliens versus Predator Classic 2000,79.2379805623507,5.0,Action,Action,Horror,,
Super Hexagon,,36.0,,Music,Indie,Arcade,hard,fast paced,steam,black-and-white,minimalist,Super Hexagon,79.7390372345817,98.0,Action,,,,
NEKOPARA Vol. 1,Nekopara,11.0,KiriKiri,Adventure,Indie,Visual Novel,anime,adult,comedy,dating,eroge,NEKOPARA Vol. 1,73.0134100660866,26.0,Fantasy,Fantasy,Romance,,
Silent Hunter III,Silent Hunter,3.0,,Simulator,Strategy,,world war 2 ( ww2 ),submarine simulator,stealth,battleship,simulation,Silent Hunter III,70.32775702365899,10.0,Action,Action,Warfare,,
,,,,,,,,,,,,,,,,,,,
Deathmatch Classic,,3.0,GoldSrc,Shooter,,,arena,first person shooter,fast paced,remake,sci-fi,Deathmatch Classic,75.22668571333641,11.0,Action,Action,,,
Poly Bridge,,11.0,Unity,Puzzle,Simulator,Indie,indie,physics,simulation,building,puzzle,Poly Bridge,69.9277749464806,26.0,Sandbox,Sandbox,,,
Ragnarok Online 2,Ragnarok Online,0.0,,Shooter,Role-playing (RPG),Adventure,post-apocalyptic,anime,sword,grinding,fantasy,Ragnarok Online 2,0.0,0.0,Action,Action,,,
Project Zomboid,,22.0,,Role-playing (RPG),Simulator,Indie,zombies,post-apocalyptic,exploration,indie,sandbox,Project Zomboid,84.2935708999911,45.0,Horror,Horror,Sandbox,Open world,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Starion Tactics,,0.0,,Strategy,Indie,,indie,4x,sci-fi,steam,achievements,Starion Tactics,40.0,1.0,Action,Action,"4X (explore, expand, exploit, and exterminate)",,
Toki Tori,Toki Tori,1.0,,Platform,Puzzle,Strategy,ghosts,puzzle solving,collecting,platformers,fire,Toki Tori,71.3410110779711,12.0,Comedy,Comedy,,,
,,,,,,,,,,,,,,,,,,,
Out of the Park Baseball 16,Out of the Park Baseball,0.0,,Simulator,Sport,,baseball,management,simulation,sports,,Out of the Park Baseball 16,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
Deadfall Adventures,,5.0,Unreal Engine 3,Shooter,Puzzle,Adventure,world war 2 ( ww2 ),motorcycle,exploration,blood,arctic climate,Deadfall Adventures,50.3361898745577,8.0,Action,Action,Historical,,
Tryst,,1.0,,Music,Platform,Puzzle,mech,sci-fi,steam,real-time strategy,abstract,Tryst,30.0,0.0,Action,Action,,,
Battle Islands,Battle Islands,2.0,,Role-playing (RPG),Simulator,Strategy,world war 2 ( ww2 ),ps4,steam,achievements,online,Battle Islands,50.0,3.0,Warfare,,,,
,,,,,,,,,,,,,,,,,,,
Half-Life 2,Half-Life,901.0,Source,Shooter,,,aliens,zombies,first person shooter,fps,weapons,Half-Life 2,90.79236569719271,2221.0,Action,Action,Horror,,
Blocks That Matter,,2.0,,Platform,Puzzle,Indie,puzzle solving,comedy,platformers,desura,robots,Blocks That Matter,69.2007894700345,9.0,Action,Action,,,
March of the Eagles,,0.0,,Real Time Strategy (RTS),Simulator,Strategy,,,,,,March of the Eagles,50.0,3.0,Historical,,,,
Crypt of the NecroDancer,,27.0,MonkeyX,Music,Role-playing (RPG),Adventure,indie,rhythm,magic,sword,fantasy,Crypt of the NecroDancer,75.4560505613906,105.0,Action,Action,,,
Oniken,,5.0,,Platform,Indie,,1960s,robot,cybernetics,retro,1980s,Oniken,78.4486193308427,4.0,Action,Action,,,
Hylics,Hylics,2.0,RPG Maker VX Ace,Role-playing (RPG),Indie,,claymation,role playing,rpg maker,abstract,random text generation,Hylics,71.9366805994384,10.0,Fantasy,,,,
Two Worlds II,Two Worlds,16.0,,Role-playing (RPG),,,,,,,,Two Worlds II,71.2873810474923,35.0,Action,Action,Open world,,
,,,,,,,,,,,,,,,,,,,
Quake 4,Quake,45.0,id Tech 4,Shooter,,,aliens,cybernetics,blood,mech,health,Quake 4,74.0092469323642,158.0,Action,Action,Horror,,
Time Clickers,,3.0,,Shooter,Strategy,Indie,sci-fi,steam,freeware,blocks,strategy,Time Clickers,66.63375212640071,9.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
StarDrive 2,StarDrive,1.0,,Strategy,Turn-based strategy (TBS),Indie,sci-fi,strategy,,,,StarDrive 2,50.0,1.0,Science fiction,Science fiction,,,
Iron Brigade,,1.0,,Shooter,Strategy,,tower defense,shooter,strategy,alternate historical,third-person perspective,Iron Brigade,69.9474789308108,6.0,Action,Action,Historical,Comedy,
Winning Post 8 2015,,0.0,,,,,,,,,,Winning Post 8 2015,0.0,0.0,,,,,
Galaxy on Fire 2 Full HD,,0.0,,,,,,,,,,Galaxy on Fire 2 Full HD,70.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Tales of Maj'Eyal,Tales of Maj'Eyal,5.0,T-Engine,Role-playing (RPG),Tactical,Adventure,time travel,fantasy,hack and slash,turn-based,roguelike,Tales of Maj'Eyal,70.8537316278571,17.0,Fantasy,Fantasy,,,
Air Brawl,,0.0,Unity 2017,Indie,,,,,,,,Air Brawl,60.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blockstorm,,1.0,,Shooter,Indie,,first person shooter,steam trading cards,block-breaking,,,Blockstorm,23.2283262106755,6.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Gray Matter,,8.0,,Point-and-click,Adventure,,fantasy,romance,rabbit,shooter,adventure,Gray Matter,62.8064065712569,25.0,Horror,Horror,,,
Lost Horizon,Lost Horizon,4.0,,Point-and-click,Puzzle,Adventure,1930s,maze,time manipulation,steam,multiple protagonists,Lost Horizon,71.111010066684,11.0,Historical,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
White Noise Online,,0.0,,Adventure,Indie,,indie,sci-fi,adventure,horror,steam,White Noise Online,50.0,1.0,Science fiction,Science fiction,,,
Team Fortress 2,Team Fortress,225.0,Source,Shooter,,,sniper,comedy,first person shooter,tf2,online co-op,Team Fortress 2,82.31303961097791,585.0,Action,Action,,,
Rusty Hearts,,1.0,,Role-playing (RPG),Hack and slash/Beat 'em up,,anime,vampire,magic,sword,crafting,Rusty Hearts,0.0,0.0,Action,,,,
Strike Suit Zero,Strike Suit,4.0,Xed,Shooter,Simulator,Indie,mech,kickstarter funded,sci-fi,shooter,steam trading cards,Strike Suit Zero,80.0,3.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Pro Evolution Soccer 2015,Pro Evolution Soccer,12.0,Fox Engine,Simulator,Sport,,soccer,sports,real photos on cover art,60 fps on consoles,real madrid club de fútbol,Pro Evolution Soccer 2015,70.7065837480314,59.0,,,,,
FIFA Manager 11,FIFA Manager,1.0,,Simulator,Sport,,management,simulation,football manager,licensed game,platform exclusive,FIFA Manager 11,0.0,0.0,,,,,
Glare,,1.0,Unity 4,Platform,Indie,,indie,artifact,action-adventure,side-scrolling,steam,Glare,0.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Demigod,,2.0,,Real Time Strategy (RTS),Role-playing (RPG),Strategy,moba,magic,fantasy,rts,fire,Demigod,78.95848840567939,7.0,Action,Action,Horror,,
The Evil Within,The Evil Within,114.0,id Tech 5,Shooter,Adventure,,chainsaw,blood,stealth,puzzle solving,detective,The Evil Within,74.70186981856921,280.0,Action,Action,Survival,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Empires,,0.0,,Adventure,,,,,,,,Empires,50.0,0.0,Action,,,,
CroNix,,0.0,,Fighting,Shooter,Strategy,indie,fantasy,kickstarter funded,role playing,unreal engine 4,CroNix,0.0,0.0,Action,Action,Warfare,,
Unepic,,14.0,,Platform,Role-playing (RPG),Adventure,ghosts,robot,orcs,blood,medieval,Unepic,73.9753065376173,31.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
Kingdom Tales 2,Kingdom Tales,0.0,,Simulator,Strategy,Indie,indie,medieval,sword,construction,fire,Kingdom Tales 2,0.0,0.0,Historical,,,,
Endless Space,Endless Space,17.0,,Strategy,Turn-based strategy (TBS),,aliens,exploration,turn-based,4x,procedural generation,Endless Space,71.0533970575453,38.0,Science fiction,Science fiction,,,
Rayman Origins,Rayman,117.0,UbiArt Framework,Platform,Adventure,,robot,side scroller,shoot 'em up,fantasy,comedy,Rayman Origins,82.68561488788279,294.0,Action,Action,Comedy,,
Sniper Elite,Sniper Elite,24.0,,Shooter,Simulator,Strategy,world war 2 ( ww2 ),sniper,stealth,gravity,1940s,Sniper Elite,69.7287208716559,56.0,Action,Action,Historical,Stealth,Warfare
,,,,,,,,,,,,,,,,,,,
Pre-Civilization Marble Age,,0.0,,,,,,,,,,Pre-Civilization Marble Age,0.0,0.0,,,,,
Godus,,7.0,,Point-and-click,Racing,Real Time Strategy (RTS),god game,indie,sandbox,sword,fantasy,Godus,63.2406348700458,16.0,Sandbox,Sandbox,"4X (explore, expand, exploit, and exterminate)",,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shipwreck,,1.0,,Puzzle,Adventure,Indie,,,,,,Shipwreck,60.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Pool Nation,,4.0,,Simulator,Sport,Strategy,casual,arcade game,ps3,strategy game,sports game,Pool Nation,72.0433605457569,10.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Road Redemption,,9.0,Unity,Racing,Simulator,Adventure,post-apocalyptic,indie,kickstarter funded,racing,steam,Road Redemption,70.75669356572371,13.0,Action,,,,
Dogfight 1942,Dogfight 1942,2.0,,Shooter,Simulator,,world war 2 ( ww2 ),flight simulator,flight,shooter,war,Dogfight 1942,50.0,4.0,Action,Action,,,
BeamNG.drive,,20.0,Torque 3D,Racing,Simulator,,physics,driving,simulator,truck simulator,soft body dynamics,BeamNG.drive,77.4826953777347,27.0,Action,Action,,,
FaceRig,,0.0,,Simulator,,,animals,cute,web camera,,,FaceRig,0.0,0.0,Comedy,,,,
Millie,,1.0,,Puzzle,Adventure,Indie,casual,steam,steam trading cards,puzzle,steam achievements,Millie,60.0,0.0,Action,,,,
Shovel Knight,Shovel Knight,172.0,,Platform,Adventure,Indie,retro,fantasy,comedy,kickstarter funded,fishing,Shovel Knight,85.9457711780098,412.0,Action,Action,Comedy,,
F1 2014,F1,7.0,Ego Engine,Racing,Simulator,Sport,formula one,simulation,steam,achievements,online,F1 2014,73.433015741909,16.0,Non-fiction,,,,
Sacred 3,Sacred,9.0,,Role-playing (RPG),Arcade,,magic,fantasy,health,hack and slash,fire,Sacred 3,58.8205666314619,16.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Indiana Jones and the Fate of Atlantis,Indiana Jones,138.0,SCUMM,Point-and-click,Puzzle,Adventure,world war 2 ( ww2 ),robot,puzzle solving,comedy,death,Indiana Jones and the Fate of Atlantis,90.03545799488879,308.0,Action,Action,Thriller,Historical,Comedy
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
F.E.A.R. Extraction Point,F.E.A.R.,29.0,LithTech Jupiter EX,Shooter,,,,,,,,F.E.A.R. Extraction Point,79.38552784228139,72.0,Action,Action,,,
KnightShift,,0.0,,Real Time Strategy (RTS),Role-playing (RPG),Strategy,medieval,magic,sword,fantasy,dragons,KnightShift,50.0,2.0,Fantasy,Fantasy,Comedy,,
eden*,,3.0,,Adventure,Visual Novel,,anime,romance,story rich,nsfw version exist,,eden*,80.7017663421532,8.0,Science fiction,,,,
Cherry Tree High I! My! Girls!,Cherry Tree High,0.0,,Indie,,,anime,comedy,text-based,text adventure,,Cherry Tree High I! My! Girls!,80.0,0.0,Comedy,,,,
Over 9000 Zombies!,,1.0,,Shooter,Indie,Arcade,zombies,top-down shooter,dual-stick shooter,dual-joystick shooter,,Over 9000 Zombies!,80.0,2.0,Action,Action,,,
Nuclear Throne,,29.0,GameMaker: Studio,Shooter,Role-playing (RPG),Adventure,post-apocalyptic,indie,roguelike,fire,ps4,Nuclear Throne,69.8086058695108,72.0,Action,Action,,,
Dirty Bomb,,17.0,Unreal Engine 3,Shooter,,,free to play ( f2p ),shooter,online,pre-release public testing,first-person perspective,Dirty Bomb,59.6034474733291,30.0,Action,Action,,,
TIS-100,,6.0,Unity,Puzzle,Simulator,Indie,level editor,simulation,hacking,abstract,puzzle,TIS-100,70.3854015629466,13.0,,,,,
,,,,,,,,,,,,,,,,,,,
Defense Grid 2,Defense Grid,10.0,,Real Time Strategy (RTS),Simulator,Strategy,tower defense,indie,kickstarter funded,robots,sci-fi,Defense Grid 2,78.67086264801071,13.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
Rampage Knights,,3.0,,Fighting,Role-playing (RPG),Hack and slash/Beat 'em up,roguelike,humble bundle,lock picking,,,Rampage Knights,79.75375631559581,8.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
D.I.P.R.I.P. Warm Up,,0.0,Source,Racing,Indie,,vehicular combat,post-apocalyptic,steam,achievements,capture the flag,D.I.P.R.I.P. Warm Up,0.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
METAL SLUG DEFENSE,Metal Slug,0.0,,Strategy,,,modern warfare,aliens,tower defense,comedy,mummy,METAL SLUG DEFENSE,0.0,0.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
Torchlight,Torchlight,56.0,OGRE,Role-playing (RPG),Hack and slash/Beat 'em up,,blood,medieval,magic,sword,grinding,Torchlight,74.2288711988918,189.0,Action,Action,Historical,,
Frankenstein Master of Death,,0.0,,Point-and-click,Puzzle,Adventure,casual,adventure,hidden object,puzzle,hidden objects,Frankenstein Master of Death,60.0,3.0,,,,,
Dying Light,Dying Light,251.0,Chrome Engine,Shooter,Role-playing (RPG),Adventure,zombies,post-apocalyptic,blood,health,survival,Dying Light,80.7258157886754,618.0,Action,Action,Survival,Stealth,Open world
,,,,,,,,,,,,,,,,,,,
Rulers of Nations,,0.0,,Strategy,,,,,,,,Rulers of Nations,40.0,0.0,,,,,
TimeShift,,22.0,Saber3D,Shooter,,,helicopter,post-apocalyptic,blood,stealth,gravity,TimeShift,70.9855619633741,66.0,Action,Action,Science fiction,Historical,Stealth
Five Nights at Freddy's 3,Five Nights at Freddy's,8.0,Clickteam Fusion,Simulator,Strategy,Adventure,pinball,adventure,horror,steam,sequel,Five Nights at Freddy's 3,63.97517154121979,47.0,Action,Action,Survival,,
Dreamfall Chapters,The Longest Journey,40.0,Unity,Adventure,Indie,,cyberpunk,indie,fantasy,kickstarter funded,female protagonist,Dreamfall Chapters,81.6224730858257,63.0,Fantasy,Fantasy,Drama,,
Ultimate Tic-Tac-Toe,Tic-Tac-Toe,1.0,,Strategy,,,steam,online,strategy,steam achievements,digital distribution,Ultimate Tic-Tac-Toe,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Windward,,3.0,,Role-playing (RPG),Adventure,Indie,pirates,role playing,action-adventure,trading,sailing,Windward,41.9521860890125,5.0,Action,Action,,,
The Dead Linger,,1.0,UE4 - duplicate,Shooter,Indie,,modern warfare,post-apocalyptic,sandbox,survival,kickstarter funded,The Dead Linger,0.0,0.0,Action,Action,Survival,Sandbox,
F.E.A.R. Perseus Mandate,F.E.A.R.,24.0,LithTech Jupiter EX,Shooter,,,blood,murder,health,first person shooter,death,F.E.A.R. Perseus Mandate,72.5546674169415,65.0,Action,Action,Horror,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
M.U.D. TV,,2.0,,Simulator,Strategy,Indie,management,simulation,strategy,,,M.U.D. TV,40.0,0.0,,,,,
Pirates of Black Cove,Pirates of Black Cove,0.0,PhysX,Real Time Strategy (RTS),Role-playing (RPG),Strategy,historical warfare,pirates,rts,strategic,real-time,Pirates of Black Cove,50.0,1.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Space Empires IV Deluxe,Space Empires,1.0,,Strategy,Turn-based strategy (TBS),,4x,spaceship,sci-fi,steam,sequel,Space Empires IV Deluxe,80.0,3.0,Science fiction,Science fiction,,,
,,,,,,,,,,,,,,,,,,,
Cry of Fear,,18.0,,Shooter,Adventure,Indie,chainsaw,health,steamgame,first person shooter,shadow,Cry of Fear,88.1169677704805,33.0,Action,Action,Thriller,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GRID,GRID,44.0,,Racing,Simulator,Sport,,,,,,GRID,74.87781539142671,18.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Goat Simulator,,52.0,Unreal Engine 3,Simulator,Indie,,casual,indie,gravity,destruction,physics,Goat Simulator,53.6081245226667,199.0,Action,Action,Sandbox,Open world,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Caster,,1.0,,Shooter,Role-playing (RPG),Strategy,anime,indie,fantasy,shooter,water,Caster,74.0068182453642,4.0,Action,Action,Science fiction,,
,,,,,,,,,,,,,,,,,,,
Pat & Mat,,0.0,,Puzzle,,,casual,minigames,comedy,construction,compilation,Pat & Mat,80.0,0.0,Comedy,,,,
Bridge Constructor,Bridge Constructor,4.0,,Puzzle,Simulator,Strategy,casual,physics,construction,puzzles,bridge,Bridge Constructor,59.5106317337224,18.0,,,,,
Red Faction,Red Faction,31.0,Geo-Mod,Shooter,Adventure,,destruction,first person shooter,fps,destructive environment,futuristic,Red Faction,73.9907150669692,108.0,Action,Action,,,
King Arthur's Gold,,5.0,,Platform,Strategy,Tactical,fighting,medieval,sword,16-bit,construction,King Arthur's Gold,68.6070565861788,11.0,Action,Action,Sandbox,,
,,,,,,,,,,,,,,,,,,,
Split/Second,,21.0,,Racing,,,helicopter,vehicular combat,reality tv,fire,bridge,Split/Second,81.5689343305221,78.0,Action,,,,
OlliOlli,OlliOlli,7.0,,Platform,Racing,Sport,skateboard,indie,side-scrolling,bird,pixel art,OlliOlli,70.16062093581229,22.0,Action,,,,
Rising World,,4.0,,Role-playing (RPG),Adventure,Indie,fantasy,random world generation,crafting,role playing,action-adventure,Rising World,80.0,1.0,Action,Action,Sandbox,Open world,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Dead Rising 2,Dead Rising,62.0,,Hack and slash/Beat 'em up,Adventure,,zombies,chainsaw,sandbox,blood,health,Dead Rising 2,72.9953251309079,170.0,Action,Action,Survival,Comedy,Sandbox
,,,,,,,,,,,,,,,,,,,
Dungeon Defenders,Dungeon Defenders,12.0,,Role-playing (RPG),Strategy,Adventure,tower defense,medieval,magic,sword,grinding,Dungeon Defenders,71.1233730995964,46.0,Action,Action,,,
The Cave,,25.0,,Platform,Puzzle,Adventure,robot,dinosaurs,time travel,murder,sword,The Cave,71.7829197326546,58.0,Action,Action,Comedy,,
NBA 2K14,NBA 2K,18.0,,Sport,,,basketball,nba,sports,real photos on cover art,retail games with steam activation,NBA 2K14,76.0741549470811,44.0,,,,,
Mortal Kombat Kollection,Mortal Kombat,0.0,,Fighting,,,,,,,,Mortal Kombat Kollection,0.0,0.0,Action,,,,
Metro 2033,Metro,225.0,4A Engine,Shooter,Role-playing (RPG),,ghosts,assassin,post-apocalyptic,blood,stealth,Metro 2033,82.2402133230774,623.0,Action,Action,Horror,Thriller,Survival
,,,,,,,,,,,,,,,,,,,
Merchants of Kaidan,,0.0,,Role-playing (RPG),Simulator,Strategy,indie,medieval,fantasy,dragons,simulation,Merchants of Kaidan,50.0,0.0,Historical,,,,
,,,,,,,,,,,,,,,,,,,
Grand Theft Auto III,Grand Theft Auto,372.0,RenderWare,Shooter,Racing,Simulator,crime-life,sandbox,drugs,organized crime,ps2,Grand Theft Auto III,85.1970307457325,1143.0,Action,Action,Open world,,
Freedom Fall,,1.0,,Platform,Adventure,Indie,steampunk,side-scrolling,water,steam,steam trading cards,Freedom Fall,80.0,0.0,Action,,,,
The Book of Unwritten Tales 2,The Book of Unwritten Tales,11.0,Unity,Point-and-click,Puzzle,Adventure,fantasy,comedy,kickstarter funded,elves,female protagonist,The Book of Unwritten Tales 2,86.8257751046904,19.0,Action,Action,Comedy,,
Nosgoth,Legacy of Kain,16.0,Unreal Engine,Fighting,Shooter,,hunting,blood,medieval,immortality,vampire,Nosgoth,67.9682990352918,17.0,Action,Action,Horror,Historical,Stealth
Bound By Flame,,11.0,Silk Engine,Role-playing (RPG),Adventure,,magic,sword,fantasy,health,crafting,Bound By Flame,64.1512493058259,34.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Planetbase,,15.0,,Simulator,Strategy,Indie,sci-fi,simulation,base building,strategy,,Planetbase,71.8453438084974,21.0,Science fiction,,,,
Stubbs the Zombie in Rebel Without a Pulse,,13.0,Halo 2,Adventure,,,zombies,robot,chainsaw,blood,comedy,Stubbs the Zombie in Rebel Without a Pulse,73.3197225148493,26.0,Action,Action,Science fiction,Horror,Historical
,,,,,,,,,,,,,,,,,,,
Wolfenstein,Wolfenstein,58.0,id Tech 4,Shooter,,,world war 2 ( ww2 ),blood,stealth,gravity,murder,Wolfenstein,71.7235398985536,183.0,Action,Action,Science fiction,Historical,
,,,,,,,,,,,,,,,,,,,
Blood of Old,,0.0,,Role-playing (RPG),Simulator,Strategy,,,,,,Blood of Old,0.0,0.0,Action,,,,
Tropico 5,Tropico,49.0,,Role-playing (RPG),Simulator,Strategy,modern warfare,pirates,cold war,world war 2 ( ww2 ),world war 1 ( ww1 ),Tropico 5,73.720514222483,80.0,Historical,Historical,Sandbox,,
RPG MO,,0.0,,Role-playing (RPG),Adventure,Indie,magic,fantasy,fishing,crafting,breeding,RPG MO,70.0,4.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Space Pirates and Zombies,Space Pirates and Zombies,3.0,,Role-playing (RPG),Strategy,Adventure,pirates,procedural generation,spaceship,sci-fi,role playing,Space Pirates and Zombies,70.0128257552322,9.0,Action,Action,Sandbox,,
An Assassin in Orlandes,Gamebook Adventures,0.0,,Role-playing (RPG),Adventure,Indie,,,,,,An Assassin in Orlandes,70.0,1.0,,,,,
Pro Evolution Soccer 2016,Pro Evolution Soccer,25.0,Fox Engine,Simulator,Sport,,soccer,football,real photos on cover art,soccer ball,year in the title,Pro Evolution Soccer 2016,70.8400376321393,66.0,,,,,
King of Dragon Pass,,3.0,,Role-playing (RPG),Simulator,Strategy,exploration,interactive fiction,magic,sword,fantasy,King of Dragon Pass,81.10907003444319,7.0,Fantasy,,,,
Champions Online,,1.0,,Role-playing (RPG),Adventure,,super hero,character customization,mmorpg,flight,steam,Champions Online,51.505622000698,5.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Skyborn,,6.0,,Role-playing (RPG),,,casual,indie,fantasy,jrpg,desura,Skyborn,69.5565941965083,8.0,,,,,
The Forest,,49.0,Unity,Puzzle,Simulator,Adventure,fantasy,survival,adventure,simulator,forest,The Forest,66.6210781723412,158.0,Action,Action,Survival,Open world,
Rugby Challenge 2,Rugby Challenge,1.0,,Sport,,,rugby,,,,,Rugby Challenge 2,70.0,1.0,,,,,
,,,,,,,,,,,,,,,,,,,
Crysis,Crysis,193.0,CryEngine,Shooter,Adventure,,modern warfare,aliens,helicopter,vehicular combat,blood,Crysis,80.83360417503681,559.0,Action,Action,Stealth,,
Thomas Was Alone,,40.0,Unity,Platform,Puzzle,Strategy,indie,desura,death,shadow,puzzles,Thomas Was Alone,70.306917232556,141.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Waking Mars,,3.0,,Platform,Adventure,Indie,sci-fi,gardening,adventure,steam,atmospheric,Waking Mars,76.52965869200331,10.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Cogs,,4.0,,Puzzle,Indie,,steampunk,,,,,Cogs,74.9549318534555,12.0,,,,,
Gotham City Impostors,Batman,9.0,,Shooter,,,super hero,free to play ( f2p ),character customization,murder,sword,Gotham City Impostors,69.7549989405224,30.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Uncharted Waters Online,,0.0,,Role-playing (RPG),Strategy,Adventure,pirates,age of exploration,,,,Uncharted Waters Online,0.0,0.0,,,,,
Choice Chamber,,2.0,Adobe AIR,Platform,Hack and slash/Beat 'em up,Indie,roguelike,platformer,twitch plays,,,Choice Chamber,70.0,1.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Clive Barker's Jericho,Clive Barker,23.0,Mercury Steam Engine,Shooter,,,ghosts,blood,ninja,time travel,magic,Clive Barker's Jericho,76.4821817898102,71.0,Action,Action,Science fiction,Horror,Survival
Homefront,Homefront,45.0,Unreal Engine,Shooter,,,modern warfare,helicopter,vehicular combat,ah-64 apache,blood,Homefront,69.01140264612269,149.0,Action,Action,Historical,Warfare,
Cloudy with a Chance of Meatballs,,1.0,,Platform,,,comedy,egg,action-adventure,steam,achievements,Cloudy with a Chance of Meatballs,75.0,1.0,Comedy,,,,
Jet Set Radio,Jet Set Radio,6.0,,Platform,,,arcade,cube,rollerblade,graffiti,funk,Jet Set Radio,82.078271084564,27.0,Action,,,,
Scourge Outbreak,,0.0,,Shooter,Indie,,sci-fi,shooter,steam,achievements,steam trading cards,Scourge Outbreak,50.0,2.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Quake III Arena,Quake,229.0,id Tech 3,Shooter,,,blood,health,first person shooter,fps,death,Quake III Arena,83.6552389709706,306.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
WWE 2K15,WWE SmackDown vs. Raw,8.0,,Simulator,Sport,,wrestling,ps4,wwe,wrestlemania,steam,WWE 2K15,49.5523929129471,38.0,Non-fiction,,,,
Omegalodon,,0.0,Unity,Simulator,Indie,Arcade,fantasy,simulation,monster,steam greenlight,,Omegalodon,50.0,1.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Age of Wonders,Age of Wonders,6.0,,Role-playing (RPG),Strategy,Turn-based strategy (TBS),sword,fantasy,turn-based,strategic,role playing,Age of Wonders,79.96600801117691,23.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
Adventurer Manager,,0.0,,Role-playing (RPG),Simulator,Indie,indie,fantasy,management,role playing,simulation,Adventurer Manager,50.0,1.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stronghold Crusader HD,Stronghold: Crusader,2.0,,Real Time Strategy (RTS),Simulator,Strategy,,,,,,Stronghold Crusader HD,89.7926485671595,11.0,Action,Action,Historical,Warfare,
,,,,,,,,,,,,,,,,,,,
